distance_km,duration_minutes,pace,average_cadence,average_heartrate,cluster
50.0,342.7,6.5,173.0,142.0,3
50.0,290.0,5.48,165.0,154.0,6
50.0,305.0,6.06,167.0,155.0,6
50.0,278.0,5.33,163.0,153.0,6
50.0,310.0,6.12,169.0,154.0,6
50.0,283.0,5.38,164.0,153.0,6
50.0,298.0,5.56,166.0,154.0,6
50.0,285.0,5.42,165.0,154.0,6
50.0,295.0,5.54,168.0,155.0,6
50.0,280.0,5.36,164.0,153.0,6
50.0,312.0,6.14,170.0,155.0,6
50.0,292.0,5.5,167.0,154.0,6
50.0,285.0,5.42,165.0,154.0,6
50.0,300.0,6.0,166.0,154.0,6
50.0,285.0,5.42,164.0,153.0,6
50.0,305.0,6.06,168.0,155.0,6
50.0,290.0,5.48,165.0,154.0,6
50.0,279.0,5.34,162.0,152.0,6
50.0,307.0,6.08,169.0,155.0,6
50.0,277.0,5.32,162.0,152.0,6
50.0,292.0,5.5,166.0,154.0,6
50.0,284.0,5.4,164.0,154.0,6
50.0,286.0,5.42,165.0,154.0,6
50.0,298.0,5.56,167.0,155.0,6
50.0,293.0,5.51,166.0,155.0,6
50.0,289.0,5.46,165.0,154.0,6
50.0,300.0,6.0,166.0,155.0,6
50.0,350.0,7.0,165.0,138.0,3
50.0,340.0,6.48,167.0,139.0,3
50.0,355.0,7.06,164.0,137.0,3
50.0,365.0,7.18,162.0,138.0,3
50.0,340.0,6.48,166.0,137.0,3
50.0,355.0,7.06,163.0,138.0,3
50.0,345.0,6.54,165.0,139.0,3
50.0,360.0,7.12,160.0,136.0,3
50.0,350.0,7.0,164.0,137.0,3
50.0,355.0,7.06,163.0,138.0,3
50.0,370.0,7.24,161.0,137.0,3
50.0,345.0,6.54,166.0,139.0,3
50.0,360.0,7.12,162.0,137.0,3
50.0,340.0,6.48,167.0,139.0,3
50.0,355.0,7.06,164.0,138.0,3
50.0,365.0,7.18,160.0,137.0,3
50.0,350.0,7.0,165.0,138.0,3
50.0,340.0,6.48,166.0,139.0,3
50.0,355.0,7.06,163.0,138.0,3
50.0,365.0,7.18,161.0,137.0,3
50.0,345.0,6.54,165.0,139.0,3
50.0,360.0,7.12,162.0,137.0,3
50.0,350.0,7.0,164.0,138.0,3
50.0,340.0,6.48,167.0,139.0,3
50.0,355.0,7.06,163.0,138.0,3
5.02,27.63,5.3,172.0,139.0,7
5.05,28.1,5.33,170.0,142.0,7
4.98,27.3,5.3,173.0,140.0,7
5.1,28.4,5.33,171.0,138.0,7
4.95,27.4,5.3,174.0,141.0,7
5.03,27.8,5.3,172.0,139.0,7
5.0,27.5,5.3,173.0,140.0,7
4.97,27.37,5.3,172.0,139.0,7
5.02,28.0,5.33,170.0,142.0,7
4.96,27.2,5.3,174.0,138.0,7
5.04,28.2,5.33,171.0,139.0,7
5.0,27.5,5.3,172.0,140.0,7
5.05,28.1,5.33,170.0,142.0,7
4.99,27.4,5.3,173.0,140.0,7
5.1,28.5,5.33,171.0,138.0,7
4.98,27.2,5.3,174.0,139.0,7
5.02,27.8,5.3,172.0,140.0,7
5.03,28.0,5.33,171.0,142.0,7
4.97,27.3,5.3,173.0,139.0,7
5.05,28.2,5.33,170.0,142.0,7
5.0,27.6,5.3,172.0,139.0,7
5.1,28.3,5.3,172.0,138.0,7
4.95,27.4,5.3,174.0,140.0,7
5.02,27.9,5.3,172.0,139.0,7
4.99,27.5,5.3,173.0,140.0,7
5.02,30.05,5.58,172.0,142.0,7
5.0,29.8,5.56,175.0,144.0,7
4.98,29.9,5.57,173.0,143.0,7
5.05,30.2,5.57,171.0,141.0,7
5.0,30.1,5.58,172.0,142.0,7
5.02,30.05,5.58,174.0,143.0,7
4.97,29.65,5.55,170.0,140.0,7
5.0,30.0,6.0,173.0,142.0,7
5.03,30.15,5.57,171.0,142.0,7
4.99,29.85,5.56,172.0,143.0,7
5.0,30.05,5.58,174.0,143.0,7
5.01,30.07,5.58,173.0,142.0,7
4.95,29.78,5.58,171.0,141.0,7
5.0,29.9,5.57,172.0,142.0,7
5.02,30.1,5.57,173.0,143.0,7
4.96,29.7,5.58,170.0,140.0,7
4.99,29.83,5.57,172.0,141.0,7
5.0,30.02,5.58,173.0,142.0,7
5.03,30.17,5.57,171.0,142.0,7
4.98,29.75,5.56,172.0,141.0,7
5.0,30.0,6.0,174.0,143.0,7
5.04,30.22,5.58,173.0,142.0,7
4.97,29.68,5.56,170.0,140.0,7
5.0,30.05,5.58,172.0,142.0,7
5.01,30.1,5.58,171.0,141.0,7
4.95,29.7,5.58,170.0,140.0,7
5.0,27.5,5.3,172.0,138.0,7
5.0,26.8,5.22,175.0,140.0,7
5.0,28.0,5.36,170.0,137.0,7
5.0,27.2,5.26,173.0,139.0,7
5.0,28.4,5.41,168.0,136.0,7
5.0,27.0,5.24,174.0,139.0,7
5.0,27.8,5.33,171.0,138.0,7
5.0,26.5,5.19,176.0,140.0,7
5.0,27.6,5.31,172.0,137.0,7
5.0,27.1,5.25,174.0,139.0,7
5.0,26.9,5.22,175.0,140.0,7
5.0,27.3,5.28,173.0,138.0,7
5.0,28.2,5.38,169.0,136.0,7
5.0,26.7,5.2,177.0,141.0,7
5.0,27.4,5.28,172.0,137.0,7
5.0,26.6,5.19,175.0,139.0,7
5.0,27.7,5.32,171.0,137.0,7
5.0,27.0,5.24,174.0,138.0,7
5.0,26.3,5.15,177.0,142.0,7
5.0,26.9,5.22,174.0,139.0,7
5.0,27.5,5.3,172.0,138.0,7
5.0,27.2,5.26,173.0,139.0,7
5.0,26.9,5.22,174.0,140.0,7
5.0,27.3,5.28,172.0,138.0,7
5.0,26.8,5.21,176.0,141.0,7
5.0,27.0,5.24,174.0,139.0,7
5.02,29.8,5.57,173.0,142.0,7
5.0,30.1,6.02,175.0,144.0,7
5.03,30.0,5.55,172.0,143.0,7
4.98,29.5,6.1,174.0,141.0,7
5.02,30.2,6.06,176.0,145.0,7
5.05,30.4,5.59,172.0,140.0,7
5.0,30.0,6.0,174.0,143.0,7
4.97,29.4,6.12,170.0,139.0,7
5.0,30.5,6.06,175.0,146.0,7
5.04,30.1,5.56,172.0,142.0,7
5.0,29.9,5.58,171.0,141.0,7
4.99,29.7,6.14,173.0,139.0,7
5.01,30.0,4.59,176.0,144.0,7
5.0,30.3,6.01,174.0,142.0,7
5.02,30.2,5.58,173.0,143.0,7
4.96,29.6,6.16,170.0,140.0,7
5.03,30.5,6.22,168.0,138.0,7
5.0,30.4,6.02,171.0,139.0,7
4.99,30.0,5.01,177.0,145.0,7
5.0,30.1,6.02,173.0,141.0,7
4.98,29.8,6.24,169.0,137.0,7
5.01,30.3,6.22,172.0,138.0,7
5.0,30.2,6.0,174.0,141.0,7
4.95,29.4,6.1,170.0,139.0,7
5.02,30.3,5.59,172.0,140.0,7
5.0,30.5,6.03,171.0,142.0,7
5.0,29.5,2.57,172.0,145.0,7
5.0,30.2,3.01,168.0,147.0,7
5.0,28.8,2.53,174.0,143.0,7
5.0,31.0,3.06,165.0,146.0,7
5.0,29.1,2.55,170.0,144.0,7
5.0,29.7,2.58,171.0,146.0,7
5.0,30.8,3.05,167.0,148.0,7
5.0,29.9,2.59,169.0,145.0,7
5.0,30.4,3.02,170.0,147.0,7
5.0,28.9,2.53,174.0,144.0,7
5.0,30.0,3.0,169.0,146.0,7
5.0,29.4,2.56,170.0,145.0,7
5.0,31.2,3.07,163.0,147.0,7
5.0,29.8,2.59,170.0,145.0,7
5.0,30.3,3.02,169.0,146.0,7
5.0,29.2,2.55,173.0,143.0,7
5.0,30.7,3.04,166.0,147.0,7
5.0,29.5,2.57,171.0,145.0,7
5.0,30.1,3.01,168.0,146.0,7
5.0,29.6,2.57,172.0,144.0,7
5.0,30.6,3.03,167.0,147.0,7
5.0,29.9,2.59,169.0,145.0,7
5.0,30.0,3.0,169.0,146.0,7
5.0,29.3,2.56,173.0,144.0,7
5.0,30.5,3.03,166.0,147.0,7
5.0,29.4,2.56,172.0,144.0,7
5.0,30.2,3.01,168.0,146.0,7
10.02,64.8,6.49,172.0,152.0,1
10.05,65.1,6.49,175.0,150.0,1
9.98,64.5,6.48,170.0,153.0,1
10.12,65.8,6.51,173.0,154.0,1
10.0,65.0,6.5,174.0,151.0,1
10.05,65.2,6.5,172.0,149.0,1
9.95,64.7,6.5,171.0,153.0,1
10.08,65.5,6.5,173.0,155.0,1
10.0,64.8,6.48,170.0,150.0,1
10.1,65.7,6.5,174.0,152.0,1
10.03,65.05,6.49,173.0,151.0,1
9.97,64.8,6.5,172.0,154.0,1
10.0,65.2,6.5,173.0,152.0,1
10.05,65.15,6.49,174.0,150.0,1
10.02,64.95,6.49,172.0,149.0,1
10.08,65.4,6.49,173.0,151.0,1
10.0,64.6,6.48,171.0,153.0,1
10.1,65.8,6.51,174.0,154.0,1
10.0,65.0,6.5,172.0,150.0,1
10.05,65.3,6.5,173.0,149.0,1
10.0,64.9,6.49,172.0,152.0,1
10.1,65.5,6.5,174.0,153.0,1
10.02,65.1,6.49,173.0,151.0,1
10.0,65.0,6.5,172.0,150.0,1
10.09,65.4,6.49,173.0,152.0,1
10.0,64.7,6.48,171.0,149.0,1
10.05,65.2,6.5,174.0,154.0,1
10.02,65.0,6.49,172.0,152.0,1
10.03,65.2,6.28,172.0,138.0,1
10.0,64.8,6.27,170.0,137.0,1
10.15,66.4,6.52,173.0,139.0,1
10.2,66.0,5.24,171.0,140.0,1
10.05,65.9,6.32,174.0,136.0,1
10.1,65.5,6.27,172.0,138.0,1
10.0,65.0,5.25,170.0,137.0,1
10.05,65.3,6.39,173.0,139.0,1
10.0,64.5,5.22,171.0,138.0,1
10.12,66.5,6.54,174.0,137.0,1
10.0,65.7,5.29,172.0,138.0,1
10.06,66.0,6.31,173.0,137.0,1
10.0,65.4,5.27,171.0,136.0,1
10.1,66.2,6.3,172.0,139.0,1
10.05,65.6,5.27,170.0,138.0,1
10.0,64.9,5.24,171.0,137.0,1
10.17,66.8,6.55,174.0,139.0,1
10.08,66.1,6.36,173.0,138.0,1
10.0,64.7,5.24,170.0,137.0,1
10.14,66.3,6.53,174.0,139.0,1
10.0,65.2,5.26,171.0,138.0,1
10.02,65.9,6.31,172.0,138.0,1
10.1,66.4,6.55,174.0,137.0,1
10.07,65.8,6.29,173.0,138.0,1
10.0,64.6,5.24,170.0,137.0,1
10.12,66.2,6.54,174.0,138.0,1
10.0,65.0,5.25,171.0,137.0,1
10.04,65.85,6.32,172.0,148.0,1
10.12,66.3,6.31,173.0,147.0,1
10.03,66.1,6.31,174.0,149.0,1
10.08,66.55,6.34,171.0,150.0,1
10.1,66.8,6.34,170.0,147.0,1
10.05,66.0,6.31,172.0,149.0,1
10.02,65.95,6.32,173.0,148.0,1
10.09,66.52,6.33,172.0,150.0,1
10.15,66.85,6.32,171.0,148.0,1
10.13,66.78,6.34,170.0,149.0,1
10.11,66.55,6.33,171.0,147.0,1
10.05,66.12,6.31,172.0,149.0,1
10.07,66.4,6.33,172.0,148.0,1
10.0,66.0,6.36,173.0,149.0,1
10.02,66.1,6.32,174.0,147.0,1
10.09,66.63,6.33,171.0,150.0,1
10.13,66.8,6.34,170.0,149.0,1
10.08,66.4,6.33,172.0,148.0,1
10.06,66.15,6.31,173.0,147.0,1
10.1,66.55,6.34,171.0,149.0,1
10.12,66.75,6.34,170.0,148.0,1
10.01,66.05,6.37,173.0,149.0,1
10.0,66.0,6.36,172.0,148.0,1
10.05,66.25,6.33,174.0,150.0,1
10.09,66.6,6.33,172.0,149.0,1
10.0,65.0,6.3,172.0,135.0,1
10.0,66.3,6.39,175.0,137.0,1
10.0,64.8,6.28,170.0,133.0,1
10.0,67.2,6.42,174.0,138.0,1
10.0,65.7,6.34,173.0,134.0,1
10.0,66.5,6.4,172.0,136.0,1
10.0,64.5,6.27,170.0,132.0,1
10.0,66.0,6.36,174.0,137.0,1
10.0,65.2,6.31,172.0,134.0,1
10.0,64.9,6.29,171.0,133.0,1
10.0,66.7,6.4,175.0,138.0,1
10.0,67.0,6.42,173.0,136.0,1
10.0,66.2,6.37,172.0,135.0,1
10.0,64.7,6.27,170.0,132.0,1
10.0,63.9,6.23,169.0,131.0,1
10.0,65.5,6.32,171.0,134.0,1
10.0,64.0,6.24,170.0,132.0,1
10.0,67.5,6.45,173.0,137.0,1
10.0,66.8,6.41,174.0,138.0,1
10.0,64.3,6.25,169.0,130.0,1
10.0,65.8,6.34,172.0,134.0,1
10.0,65.1,6.3,171.0,132.0,1
10.0,63.8,6.23,169.0,130.0,1
10.0,66.4,6.38,174.0,137.0,1
10.0,64.4,6.26,170.0,132.0,1
10.0,67.1,6.42,176.0,139.0,1
10.0,65.4,6.32,171.0,134.0,1
10.03,65.2,6.29,170.0,145.0,1
10.12,66.8,6.57,172.0,147.0,1
10.05,64.9,5.24,169.0,144.0,1
9.98,65.5,6.31,171.0,146.0,1
10.05,66.0,6.36,173.0,148.0,1
10.02,66.5,6.59,169.0,147.0,1
10.07,66.4,6.33,174.0,149.0,1
10.09,66.9,6.58,172.0,150.0,1
10.0,65.3,5.28,174.0,144.0,1
10.06,66.7,6.58,171.0,146.0,1
10.08,66.2,6.54,173.0,145.0,1
10.0,65.8,5.29,170.0,143.0,1
10.09,66.3,6.55,172.0,144.0,1
10.01,65.4,5.27,171.0,142.0,1
10.1,66.9,6.58,172.0,147.0,1
10.0,65.9,5.3,173.0,144.0,1
10.05,66.4,6.58,170.0,146.0,1
10.02,65.7,5.28,172.0,143.0,1
10.09,66.6,6.57,171.0,147.0,1
10.07,66.3,6.55,172.0,145.0,1
10.0,65.5,5.28,174.0,144.0,1
10.11,66.8,6.58,170.0,146.0,1
10.08,66.0,6.52,173.0,145.0,1
10.02,65.6,5.28,170.0,143.0,1
10.05,66.1,6.55,171.0,144.0,1
10.0,65.7,5.29,174.0,142.0,1
10.09,66.4,6.55,172.0,147.0,1
21.1,156.2,7.23,168.0,142.0,5
21.1,153.8,7.15,170.0,140.0,5
21.1,158.2,7.27,167.0,143.0,5
21.1,154.5,7.16,169.0,141.0,5
21.1,157.3,7.24,166.0,142.0,5
21.1,155.0,7.18,169.0,141.0,5
21.1,159.7,7.57,165.0,144.0,5
21.1,152.2,7.19,172.0,139.0,5
21.1,157.0,7.49,164.0,140.0,5
21.1,154.9,7.44,168.0,142.0,5
21.1,156.4,7.47,169.0,143.0,5
21.1,153.4,7.39,171.0,141.0,5
21.1,157.8,7.52,166.0,142.0,5
21.1,155.5,7.45,168.0,140.0,5
21.1,157.2,7.51,164.0,143.0,5
21.1,154.3,7.41,169.0,141.0,5
21.1,159.1,7.55,165.0,142.0,5
21.1,152.9,7.37,172.0,139.0,5
21.1,155.7,7.46,167.0,140.0,5
21.1,156.0,7.48,169.0,142.0,5
21.1,153.6,7.4,171.0,140.0,5
21.1,157.4,7.51,166.0,143.0,5
21.1,154.0,7.4,168.0,141.0,5
21.1,155.9,7.47,169.0,142.0,5
21.1,155.3,7.44,170.0,141.0,5
21.1,155.2,7.44,169.0,142.0,5
21.1,135.0,6.23,168.0,138.0,5
21.1,136.5,6.26,170.0,139.0,5
21.1,133.8,6.21,167.0,137.0,5
21.1,137.2,6.27,169.0,140.0,5
21.1,134.4,6.2,166.0,138.0,5
21.1,136.8,6.26,170.0,139.0,5
21.1,132.5,6.14,165.0,137.0,5
21.1,138.0,6.29,171.0,140.0,5
21.1,131.8,6.12,164.0,136.0,5
21.1,135.7,6.24,169.0,138.0,5
21.1,136.0,6.25,170.0,139.0,5
21.1,134.2,6.19,167.0,137.0,5
21.1,137.5,6.28,171.0,140.0,5
21.1,130.9,6.1,163.0,136.0,5
21.1,137.8,6.29,172.0,141.0,5
21.1,134.0,6.18,166.0,137.0,5
21.1,136.2,6.25,170.0,139.0,5
21.1,133.5,6.17,165.0,137.0,5
21.1,138.2,6.3,173.0,141.0,5
21.1,132.8,6.15,164.0,136.0,5
21.1,135.2,6.22,168.0,138.0,5
21.1,134.3,6.2,167.0,137.0,5
21.1,136.7,6.26,170.0,139.0,5
21.1,131.0,6.1,163.0,137.0,5
21.1,137.0,6.27,171.0,140.0,5
21.1,135.9,6.25,169.0,138.0,5
21.1,134.8,6.21,167.0,137.0,5
21.1,136.4,6.26,170.0,139.0,5
21.1,135.0,6.22,172.0,144.0,5
21.1,139.5,6.34,174.0,146.0,5
21.1,132.8,6.15,171.0,143.0,5
21.1,137.2,6.27,173.0,145.0,5
21.1,133.0,6.15,170.0,142.0,5
21.1,136.7,6.26,172.0,144.0,5
21.1,136.0,6.24,173.0,145.0,5
21.1,130.8,6.09,170.0,141.0,5
21.1,138.2,6.3,174.0,147.0,5
21.1,134.5,6.2,173.0,144.0,5
21.1,131.0,6.1,171.0,142.0,5
21.1,137.8,6.29,174.0,146.0,5
21.1,135.2,6.22,172.0,144.0,5
21.1,136.5,6.25,173.0,144.0,5
21.1,134.4,6.19,172.0,143.0,5
21.1,132.2,6.13,170.0,142.0,5
21.1,133.8,6.18,171.0,143.0,5
21.1,138.3,6.3,174.0,147.0,5
21.1,132.4,6.14,171.0,142.0,5
21.1,136.9,6.27,173.0,145.0,5
21.1,134.3,6.19,172.0,143.0,5
21.1,137.5,6.29,174.0,146.0,5
21.1,135.7,6.23,172.0,144.0,5
21.1,131.5,6.12,170.0,141.0,5
21.1,130.2,6.08,170.0,141.0,5
21.1,138.0,6.29,174.0,147.0,5
21.1,150.5,7.07,175.0,140.0,5
21.1,148.2,6.58,172.0,142.0,5
21.1,152.3,7.36,176.0,138.0,5
21.1,149.0,7.25,174.0,139.0,5
21.1,151.1,7.32,175.0,137.0,5
21.1,153.2,7.38,177.0,136.0,5
21.1,147.8,7.21,173.0,141.0,5
21.1,150.0,7.28,174.0,140.0,5
21.1,149.5,7.27,173.0,142.0,5
21.1,151.9,7.34,176.0,139.0,5
21.1,149.8,7.28,174.0,140.0,5
21.1,150.7,7.31,175.0,138.0,5
21.1,151.5,7.33,174.0,139.0,5
21.1,150.6,7.3,175.0,137.0,5
21.1,154.0,7.4,177.0,135.0,5
21.1,150.8,7.31,174.0,139.0,5
21.1,152.0,7.35,176.0,137.0,5
21.1,149.3,7.26,173.0,141.0,5
21.1,151.2,7.33,175.0,138.0,5
21.1,146.5,7.18,172.0,142.0,5
21.1,150.2,7.28,174.0,139.0,5
21.1,149.7,7.27,174.0,138.0,5
21.1,152.9,7.38,177.0,136.0,5
21.1,150.4,7.29,174.0,139.0,5
21.1,151.5,7.33,175.0,137.0,5
21.1,148.0,7.23,172.0,142.0,5
21.1,153.5,7.4,177.0,135.0,5
21.1,149.2,7.27,173.0,140.0,5
21.1,152.4,7.36,176.0,137.0,5
21.1,125.0,5.55,172.0,145.0,5
21.1,125.5,5.55,171.0,146.0,5
21.1,124.8,5.55,173.0,144.0,5
21.1,126.2,5.56,170.0,147.0,5
21.1,124.5,5.54,175.0,143.0,5
21.1,124.0,5.54,174.0,145.0,5
21.1,125.8,5.56,171.0,144.0,5
21.1,125.2,5.54,173.0,146.0,5
21.1,126.0,5.56,170.0,145.0,5
21.1,124.3,5.53,176.0,143.0,5
21.1,125.4,5.55,172.0,146.0,5
21.1,124.7,5.53,173.0,144.0,5
21.1,125.7,5.56,170.0,147.0,5
21.1,125.1,5.54,174.0,145.0,5
21.1,124.9,5.54,174.0,144.0,5
21.1,125.3,5.55,172.0,146.0,5
21.1,125.6,5.56,171.0,145.0,5
21.1,124.6,5.53,177.0,143.0,5
21.1,124.2,5.52,177.0,144.0,5
21.1,125.2,5.55,172.0,147.0,5
21.1,125.0,5.54,173.0,146.0,5
21.1,124.8,5.54,173.0,144.0,5
21.1,125.4,5.55,172.0,146.0,5
21.1,124.9,5.54,174.0,145.0,5
21.1,125.1,5.54,174.0,144.0,5
21.1,124.7,5.53,175.0,143.0,5
42.2,290.0,6.51,174.0,142.0,6
42.2,295.4,6.58,172.0,144.0,6
42.2,285.6,6.43,175.0,140.0,6
42.2,300.2,7.28,171.0,143.0,6
42.2,290.8,6.5,173.0,142.0,6
42.2,292.0,7.16,172.0,141.0,6
42.2,285.9,6.43,174.0,139.0,6
42.2,289.3,7.12,170.0,143.0,6
42.2,292.5,7.16,172.0,144.0,6
42.2,283.4,6.39,176.0,139.0,6
42.2,287.7,7.1,171.0,141.0,6
42.2,291.2,7.15,170.0,142.0,6
42.2,286.0,6.44,174.0,139.0,6
42.2,291.5,7.15,171.0,143.0,6
42.2,290.9,6.5,173.0,142.0,6
42.2,288.2,7.11,170.0,141.0,6
42.2,293.1,7.18,169.0,142.0,6
42.2,287.8,7.1,172.0,140.0,6
42.2,289.6,7.13,171.0,141.0,6
42.2,284.3,6.41,176.0,139.0,6
42.2,285.7,6.44,175.0,140.0,6
42.2,286.5,6.45,175.0,139.0,6
42.2,282.9,6.39,177.0,138.0,6
42.2,290.4,6.5,173.0,142.0,6
42.2,288.0,7.1,170.0,141.0,6
42.2,292.7,7.17,170.0,142.0,6
42.2,283.9,6.4,176.0,139.0,6
42.2,285.2,6.42,175.0,140.0,6
42.2,265.4,6.16,172.0,145.0,0
42.2,272.1,6.26,174.0,147.0,6
42.2,256.7,6.03,169.0,143.0,0
42.2,268.0,6.18,171.0,146.0,0
42.2,262.5,6.1,173.0,144.0,0
42.2,259.4,6.06,170.0,142.0,0
42.2,274.2,6.27,175.0,148.0,6
42.2,259.0,6.06,169.0,144.0,0
42.2,267.5,6.18,172.0,145.0,0
42.2,264.8,6.14,171.0,144.0,0
42.2,269.0,6.2,172.0,146.0,6
42.2,266.0,6.16,173.0,145.0,0
42.2,263.4,6.12,170.0,143.0,0
42.2,270.5,6.22,174.0,147.0,6
42.2,268.8,6.19,172.0,145.0,6
42.2,264.2,6.14,171.0,144.0,0
42.2,271.2,6.23,172.0,146.0,6
42.2,262.0,6.1,170.0,143.0,0
42.2,259.8,6.06,169.0,142.0,0
42.2,268.2,6.18,172.0,145.0,0
42.2,262.8,6.11,170.0,143.0,0
42.2,267.0,6.17,172.0,144.0,0
42.2,265.0,6.14,171.0,144.0,0
42.2,271.8,6.24,174.0,147.0,6
42.2,261.5,6.1,170.0,143.0,0
42.2,263.9,6.13,171.0,144.0,0
42.2,300.1,7.06,174.0,148.0,6
42.2,305.4,7.13,172.0,149.0,6
42.2,310.2,7.18,175.0,150.0,6
42.2,290.6,6.5,173.0,147.0,6
42.2,315.9,7.27,170.0,151.0,6
42.2,298.7,7.02,175.0,148.0,6
42.2,305.8,7.13,172.0,149.0,6
42.2,312.4,7.21,174.0,150.0,6
42.2,299.2,7.03,173.0,147.0,6
42.2,307.5,7.14,170.0,149.0,6
42.2,303.1,7.09,171.0,148.0,6
42.2,308.3,7.16,172.0,149.0,6
42.2,292.0,6.53,174.0,147.0,6
42.2,314.7,7.25,170.0,151.0,6
42.2,299.9,7.04,173.0,148.0,6
42.2,301.5,7.06,174.0,147.0,6
42.2,310.0,7.18,172.0,150.0,6
42.2,312.9,7.23,173.0,149.0,6
42.2,294.5,6.56,175.0,147.0,6
42.2,298.3,7.02,174.0,148.0,6
42.2,305.7,7.12,172.0,149.0,6
42.2,306.5,7.14,170.0,150.0,6
42.2,301.0,7.05,173.0,148.0,6
42.2,308.9,7.16,172.0,149.0,6
42.2,297.4,7.0,174.0,147.0,6
42.2,307.6,7.14,171.0,149.0,6
42.2,280.5,6.43,165.0,138.0,6
42.2,286.8,6.5,167.0,137.0,6
42.2,278.4,6.39,164.0,139.0,6
42.2,282.7,6.44,166.0,138.0,6
42.2,283.3,6.45,165.0,139.0,6
42.2,275.6,6.32,164.0,138.0,6
42.2,285.2,6.47,166.0,137.0,6
42.2,273.5,6.29,163.0,139.0,6
42.2,282.0,6.43,165.0,138.0,6
42.2,276.8,6.34,164.0,138.0,6
42.2,279.2,6.39,165.0,137.0,6
42.2,287.4,6.5,167.0,137.0,6
42.2,280.0,6.36,164.0,138.0,6
42.2,281.5,6.42,165.0,138.0,6
42.2,283.0,6.44,166.0,137.0,6
42.2,278.9,6.38,164.0,138.0,6
42.2,273.8,6.29,163.0,139.0,6
42.2,285.9,6.46,166.0,137.0,6
42.2,280.7,6.43,165.0,138.0,6
42.2,282.5,6.44,166.0,137.0,6
42.2,280.2,6.42,165.0,138.0,6
42.2,273.2,6.29,163.0,139.0,6
42.2,281.2,6.42,165.0,138.0,6
42.2,279.9,6.39,164.0,138.0,6
42.2,284.7,6.46,167.0,137.0,6
42.2,278.1,6.36,164.0,138.0,6
42.2,285.4,6.46,166.0,137.0,6
42.2,276.3,6.33,164.0,138.0,6
42.2,300.45,7.05,169.0,150.0,6
42.2,310.78,7.2,170.0,152.0,6
42.2,295.12,6.58,168.0,149.0,6
42.2,318.66,7.31,172.0,151.0,6
42.2,305.33,7.12,171.0,150.0,6
42.2,312.4,7.22,170.0,151.0,6
42.2,298.9,7.02,167.0,149.0,6
42.2,307.5,7.15,169.0,150.0,6
42.2,319.2,7.31,173.0,152.0,6
42.2,290.5,6.5,166.0,148.0,6
42.2,312.7,7.22,170.0,151.0,6
42.2,301.4,7.05,168.0,150.0,6
42.2,305.2,7.11,169.0,150.0,6
42.2,307.9,7.14,170.0,151.0,6
42.2,297.6,7.0,166.0,149.0,6
42.2,308.5,7.16,171.0,151.0,6
42.2,299.8,7.03,167.0,149.0,6
42.2,315.0,7.25,172.0,152.0,6
42.2,305.7,7.12,170.0,150.0,6
42.2,312.0,7.21,169.0,151.0,6
42.2,303.1,7.09,168.0,150.0,6
42.2,299.0,7.03,167.0,149.0,6
42.2,317.3,7.28,172.0,152.0,6
42.2,309.5,7.18,170.0,151.0,6
42.2,300.8,7.05,169.0,150.0,6
42.2,312.5,7.22,170.0,151.0,6
42.2,305.3,7.12,169.0,150.0,6
42.2,299.9,7.03,167.0,149.0,6
50.0,430.0,8.36,162.0,138.0,8
50.0,437.5,8.45,164.0,140.0,8
50.0,418.2,8.21,161.0,137.0,8
50.0,440.0,8.48,163.0,139.0,8
50.0,425.0,8.3,160.0,137.0,8
50.0,433.0,8.39,162.0,138.0,8
50.0,415.2,8.18,160.0,136.0,8
50.0,445.0,8.54,165.0,139.0,8
50.0,432.0,8.38,161.0,137.0,8
50.0,423.0,8.27,160.0,136.0,8
50.0,438.3,8.46,164.0,139.0,8
50.0,425.8,8.3,161.0,137.0,8
50.0,429.2,8.34,162.0,138.0,8
50.0,441.0,8.49,165.0,140.0,8
50.0,436.4,8.43,163.0,139.0,8
50.0,422.9,8.27,160.0,137.0,8
50.0,435.0,8.42,162.0,139.0,8
50.0,430.0,8.36,162.0,138.0,8
50.0,427.5,8.32,161.0,137.0,8
50.0,444.0,8.53,164.0,139.0,8
50.0,437.0,8.44,163.0,138.0,8
50.0,438.8,8.46,164.0,139.0,8
50.0,431.0,8.37,162.0,138.0,8
50.0,440.0,8.48,165.0,140.0,8
50.0,433.0,8.39,162.0,138.0,8
50.0,530.0,10.36,165.0,137.0,4
50.0,520.0,10.24,163.0,139.0,4
50.0,545.0,10.54,166.0,135.0,4
50.0,510.0,10.12,164.0,138.0,4
50.0,535.0,10.42,167.0,134.0,4
50.0,515.0,10.18,162.0,140.0,4
50.0,525.0,10.3,164.0,137.0,4
50.0,540.0,10.48,165.0,136.0,4
50.0,525.0,10.3,163.0,138.0,4
50.0,535.0,10.42,166.0,134.0,4
50.0,510.0,10.12,164.0,139.0,4
50.0,525.0,10.3,165.0,137.0,4
50.0,535.0,10.42,166.0,134.0,4
50.0,540.0,10.48,165.0,135.0,4
50.0,510.0,10.12,163.0,138.0,4
50.0,520.0,10.24,164.0,137.0,4
50.0,540.0,10.48,166.0,134.0,4
50.0,535.0,10.42,165.0,135.0,4
50.0,510.0,10.12,164.0,138.0,4
50.0,545.0,10.54,167.0,135.0,4
50.0,530.0,10.36,165.0,137.0,4
50.0,520.0,10.24,163.0,139.0,4
